id,usmle_category,correct_len,max_distractor_len,len_gap,correct_answer
859,22. Psychopharmacology,125,89,36,Donanemab targets phosphorylated tau and oligomeric amyloid; lecanemab targets soluble oligomeric and protofibrillary amyloid
881,22. Psychopharmacology,104,68,36,Discontinue sertraline and switch to a non-SSRI agent; fluid restriction and monitoring of sodium levels
898,22. Psychopharmacology,99,63,36,"Yes, SSRIs including paroxetine can cause dose-dependent tremor through enhanced serotonin activity"
1038,1. Assessment Fundamentals,97,61,36,"Active regions increase blood flow more than oxygen use, tipping local blood toward oxyhemoglobin"
1070,23. Psychotherapy and Non-Pharmacologic,96,60,36,It reduces distress and improves functioning when complete symptom elimination is not achievable
1081,"27. Forensic, Ethics, and Legal Issues",91,55,36,A physical or mental impairment that substantially limits one or more major life activities
1190,21. Other Conditions,78,42,36,Kraepelin's distinction between dementia praecox and manic-depressive insanity
1271,17. Neurocognitive Disorders,105,69,36,"Dementia syndrome (phenomenology), Alzheimer disease (pathology), cognitive failure (late-stage function)"
9,4. Bipolar and Related Disorders,43,8,35,7 consecutive days (or any hospitalization)
45,8. Trauma- and Stressor-Related Disorders,62,27,35,Prolonged Exposure (PE) and Cognitive Processing Therapy (CPT)
103,17. Neurocognitive Disorders,113,78,35,He distinguished delirium from primary psychiatric illness and emphasized its association with medical conditions
250,23. Psychotherapy and Non-Pharmacologic,88,53,35,Identifying and modifying maladaptive thought patterns and their behavioral consequences
321,22. Psychopharmacology,89,54,35,"LAIs provide sustained medication delivery over weeks to months, eliminating daily dosing"
400,1. Assessment Fundamentals,74,39,35,Loss of normal circadian cortisol rhythm and dexamethasone non-suppression
584,22. Psychopharmacology,134,99,35,"Explain that sun protection practices, skin pigmentation, age, latitude, and season all limit vitamin D synthesis despite sun exposure"
640,22. Psychopharmacology,102,67,35,It demonstrates how clinical observation integrates with scientific theory to advance psychiatric care
691,1. Assessment Fundamentals,114,79,35,Telepsychiatry provides options for many conditions when practice guidelines and clinical judgment guide selection
787,11. Feeding and Eating Disorders,94,59,35,"Active or recent substance use disorder, as stimulants carry addiction risk in this population"
907,22. Psychopharmacology,103,68,35,LAI improves adherence by removing daily dosing burden; relapse risk decreases with improved compliance
923,22. Psychopharmacology,86,51,35,Lithium-induced hypothyroidism; add levothyroxine replacement while continuing lithium
1040,1. Assessment Fundamentals,89,54,35,"Magnetic fields pass through skull and scalp without distortion, unlike electrical fields"
1075,"27. Forensic, Ethics, and Legal Issues",104,69,35,Decline — no such federal document exists and public access does not run through a clinician's signature
1260,1. Assessment Fundamentals,90,55,35,Phenotypic classification is the only kind possible when the underlying biology is unknown
4,3. Schizophrenia Spectrum,77,43,34,Generally favorable response to antipsychotics with better long-term outcomes
172,2. Neurodevelopmental Disorders,55,21,34,Stimulant medications (methylphenidate or amphetamines)
259,23. Psychotherapy and Non-Pharmacologic,116,82,34,Rolling with resistance rather than meeting it directly reduces client defensiveness and encourages self-exploration
386,25. Special Populations,69,35,34,Anticholinergic effects combined with age-related physiologic changes
444,25. Special Populations,120,86,34,"It replaced categorical oversimplification with narrative summaries of pregnancy risk, clinical data, and animal studies"
514,20. Medication-Induced Movement Disorders,85,51,34,Typically emerges within days to weeks of antipsychotic initiation or dose escalation
690,1. Assessment Fundamentals,98,64,34,Quality telepsychiatry conducted with appropriate safeguards can achieve standard of care outcomes
713,4. Bipolar and Related Disorders,112,78,34,Valproate carries 1-2% neural tube defect risk; preconception planning and risk-benefit counseling are essential
735,6. Anxiety Disorders,103,69,34,Continue SSRI/SNRI for 12+ months; recommend tapering only after sustained remission to prevent relapse
892,22. Psychopharmacology,103,69,34,"Tricyclic antidepressants, which have significant anticholinergic effects that worsen urinary retention"
1032,17. Neurocognitive Disorders,93,59,34,"Dementia with Lewy bodies from Alzheimer disease, and Parkinson disease from essential tremor"
1114,21. Other Conditions,94,60,34,A fee-only fiduciary (via NAPFA or XY Planning Network) rather than a commission-based advisor
28,6. Anxiety Disorders,40,7,33,6 months of excessive worry on most days
37,7. OCD and Related Disorders,61,28,33,8-12 weeks of consistent high-dose treatment for full benefit
590,22. Psychopharmacology,114,81,33,Semaglutide (appetite suppression) produces greater weight loss (~10-15% body weight) compared to orlistat (~5-7%)
627,21. Other Conditions,102,69,33,Payment models historically shaped how healthcare developed and continue to influence current practice
644,1. Assessment Fundamentals,98,65,33,Because answers to fundamental questions shaped by these figures influence day-to-day patient care
718,4. Bipolar and Related Disorders,124,91,33,Early intervention during the prodromal/subsyndromal phase may be protective and prevent progression to full bipolar illness
738,6. Anxiety Disorders,113,80,33,"Tolerance development; anxiolytic effects diminish within 7-10 days of continuous use, requiring escalating doses"
834,16. Substance-Related Disorders,119,86,33,Continue buprenorphine throughout pregnancy; withdrawal poses greater risk to mother and fetus than medication exposure
1250,22. Psychopharmacology,107,74,33,Higher polar surface area and strong P-glycoprotein efflux keep domperidone outside the blood–brain barrier
1251,22. Psychopharmacology,88,55,33,The newer agents were designed with higher polarity (and P-gp efflux) to stay peripheral
23,5. Depressive Disorders,81,49,32,Prevent recurrence of depressive episodes and reduce frequency of future episodes
32,6. Anxiety Disorders,59,27,32,Cognitive-Behavioral Therapy (CBT) with exposure techniques
80,6. Anxiety Disorders,55,23,32,2-4 weeks initial response; 8-12 weeks for full benefit
205,3. Schizophrenia Spectrum,130,98,32,"Catatonia was once considered primarily a feature of schizophrenia, but is now recognized as a syndrome across multiple etiologies"
345,22. Psychopharmacology,57,25,32,Gradual taper over 7-14 days while initiating venlafaxine
374,17. Neurocognitive Disorders,62,30,32,Impulse control disorder secondary to dopaminergic stimulation
407,26. Consultation-Liaison Psychiatry,75,43,32,High-intensity exercise combined with adequate sleep and Mediterranean diet
507,22. Psychopharmacology,94,62,32,Psychiatrists need to develop EKG knowledge to safely monitor for drug-induced cardiac effects
668,1. Assessment Fundamentals,97,65,32,Scientific literature is shaped by publication incentives that may not perfectly align with truth
794,13. Sleep-Wake Disorders,100,68,32,"Cognitive restructuring, which challenges catastrophic sleep-related beliefs and performance anxiety"
865,22. Psychopharmacology,113,81,32,"Bupropion increases dopamine and norepinephrine activity, addressing monoamine deficits not covered by SSRI alone"
879,22. Psychopharmacology,104,72,32,Mirtazapine's alpha-2 antagonism and sedation may provide migraine prophylaxis through muscle relaxation
1194,"27. Forensic, Ethics, and Legal Issues",95,63,32,Funding community services and accelerating closure of state hospitals (deinstitutionalization)
1205,21. Other Conditions,98,66,32,Each era inherits the institutional infrastructure of the previous era and only slowly remodels it
128,22. Psychopharmacology,98,67,31,LAI agents demonstrate superior adherence and prevent relapse through sustained therapeutic levels
129,22. Psychopharmacology,66,35,31,Polyuric nephrogenic diabetes insipidus and chronic kidney disease
241,8. Trauma- and Stressor-Related Disorders,56,25,31,Normal grief response with some common grief experiences
335,22. Psychopharmacology,65,34,31,Most SSRIs taken with/without food; minimal absorption difference
339,22. Psychopharmacology,60,29,31,Rapidly metabolized; subtherapeutic levels at standard doses
353,22. Psychopharmacology,76,45,31,MAOIs discovered serendipitously from isoniazid; led to monoamine hypothesis
421,26. Consultation-Liaison Psychiatry,57,26,31,"Central and peripheral nervous system, heart, and kidneys"
568,23. Psychotherapy and Non-Pharmacologic,108,77,31,Explain that natural does not mean safe; St. John's Wort has serious drug interactions and efficacy concerns
669,1. Assessment Fundamentals,79,48,31,Systematization of scientific knowledge sharing for broader access and scrutiny
759,8. Trauma- and Stressor-Related Disorders,78,47,31,Venlafaxine (SNRI) due to superior efficacy for depressive vegetative symptoms
863,22. Psychopharmacology,81,50,31,Increasing exposure to bright light in the morning to reinforce circadian rhythms
1049,3. Schizophrenia Spectrum,95,64,31,"Persistent symptoms despite an adequate clozapine trial, affecting about 40–60% of TRS patients"
1186,21. Other Conditions,85,54,31,Wilhelm Wundt opening the first experimental psychology laboratory in Leipzig in 1879
1222,6. Anxiety Disorders,58,27,31,"PE, ACS, hypoglycemia, thyroid storm, and pheochromocytoma"
1223,23. Psychotherapy and Non-Pharmacologic,92,61,31,"Read about a disorder the same evening you see it, aligning reading with that day's patients"
1254,1. Assessment Fundamentals,102,71,31,A consistent pattern of signs traveling together; it does not claim a single shared cause or mechanism
1261,1. Assessment Fundamentals,103,72,31,"The 22q11.2 deletion presenting as heart disease, immune dysfunction, learning disability, or psychosis"
412,26. Consultation-Liaison Psychiatry,48,18,30,Paresis of the insane (neurosyphilitic dementia)
415,26. Consultation-Liaison Psychiatry,91,61,30,Post-Lyme syndrome likely involves persistent immune activation and microglial inflammation
448,25. Special Populations,116,86,30,The pendulum swung from therapeutic nihilism (post-thalidomide) toward a rational framework of risk-benefit analysis
596,21. Other Conditions,85,55,30,Brand-name medications have higher development and marketing costs reflected in price
629,21. Other Conditions,92,62,30,"Payment models, insurance systems, and their historical development affecting patient access"
637,22. Psychopharmacology,98,68,30,Progress begins with unexpected observations subsequently integrated into systematic understanding
646,1. Assessment Fundamentals,108,78,30,Modern psychiatry represents systematic responses to historical challenges identified by influential figures
693,1. Assessment Fundamentals,90,60,30,The pandemic transformed telepsychiatry from niche practice to recognized standard of care
820,16. Substance-Related Disorders,97,67,30,Naltrexone requires dose reduction or avoidance due to hepatic metabolism and hepatotoxicity risk
823,16. Substance-Related Disorders,129,99,30,Her symptom reduction from 6 to 2 criteria demonstrates the continuous severity spectrum reflected in DSM-5 dimensional diagnosis
827,16. Substance-Related Disorders,106,76,30,Imminent risk of seizure and/or delirium tremens (alcohol withdrawal syndrome) once alcohol levels decline
833,16. Substance-Related Disorders,119,89,30,Methadone requires gradual titration; many patients require 60–100+ mg for withdrawal suppression and craving reduction
902,22. Psychopharmacology,122,92,30,"Augmentation (lithium, atypical antipsychotics, buspirone) shows evidence for improving outcomes in partial/non-responders"
913,22. Psychopharmacology,124,94,30,Atypical antipsychotics are preferred for first-episode psychosis due to improved side effect profiles and superior outcomes
1050,3. Schizophrenia Spectrum,100,70,30,"Greater familial loading, with higher morbidity risk in first-degree relatives than non-TRS patients"
1107,21. Other Conditions,80,50,30,Always clarify in writing who pays for tail coverage when you leave the position
1217,20. Medication-Induced Movement Disorders,70,40,30,"Dehydration, NSAIDs, ACE-inhibitors, thiazides, or acute kidney injury"
1225,24. Psychiatric Emergencies,114,84,30,"Pinpoint pupils, respiratory depression, and somnolence; naloxone, and co-screen for acetaminophen and salicylates"
1252,1. Assessment Fundamentals,87,57,30,"The disciplined description of what we can see, hear, and measure before explaining why"
118,22. Psychopharmacology,94,65,29,SERT (serotonin transporter) blockade on platelet aggregation and central serotonergic effects
305,16. Substance-Related Disorders,71,42,29,"Synthetic cannabinoids (K2, Spice) or synthetic cathinones (bath salts)"
322,22. Psychopharmacology,55,26,29,Aripiprazole; minimal weight gain and metabolic effects
325,22. Psychopharmacology,54,25,29,Significantly reduce relapse and hospitalization rates
327,22. Psychopharmacology,64,35,29,Offering after informed consent as legitimate therapeutic option
455,"27. Forensic, Ethics, and Legal Issues",96,67,29,"Psychiatry uniquely retains legal authority to involuntarily treat, whereas cardiologists do not"
612,22. Psychopharmacology,130,101,29,Individual patient tolerability and specific symptom profiles should guide selection among agents with different receptor profiles
661,1. Assessment Fundamentals,96,67,29,Statistical methodology transformed medicine from anecdotal to systematic evaluation of efficacy
671,1. Assessment Fundamentals,83,54,29,Publication does not guarantee validity; incentives can influence what is published
864,22. Psychopharmacology,81,52,29,"Tricyclic antidepressants, because their anticholinergic effects impair cognition"
1237,22. Psychopharmacology,91,62,29,The free (active) level is elevated despite a normal total; check or correct the free level
138,22. Psychopharmacology,99,71,28,Allosteric positive modulation that enhances GABA's effect without directly activating the receptor
326,22. Psychopharmacology,55,27,28,Gradually over 5-7 days; bridge therapy often necessary
332,22. Psychopharmacology,52,24,28,"Sertraline 24h, fluoxetine 48-72h, paroxetine 15-20h"
385,25. Special Populations,74,46,28,Screen for medical causes including medication review and thyroid function
388,25. Special Populations,64,36,28,Syndrome of inappropriate antidiuretic hormone (SIADH) secretion
477,"27. Forensic, Ethics, and Legal Issues",82,54,28,Consult a statutory surrogate hierarchy to identify the appropriate decision-maker
581,22. Psychopharmacology,104,76,28,"Vitamin D normalizes calcium absorption, allowing normal muscle-bone coupling and neuromuscular function"
667,1. Assessment Fundamentals,92,64,28,Publication incentives can fragment research findings and potentially distort the literature
675,1. Assessment Fundamentals,80,52,28,"The first systematic, experimental approach to understanding learning and memory"
724,5. Depressive Disorders,84,56,28,Electroconvulsive therapy (ECT) as first-line for depression with psychotic features
1013,22. Psychopharmacology,101,73,28,"Structured, adapted, sustained programs produce clinically significant weight loss in this population"
1058,3. Schizophrenia Spectrum,75,47,28,Treatment-resistant schizophrenia and reducing suicidality in schizophrenia
1079,"27. Forensic, Ethics, and Legal Issues",96,68,28,Prove enough and disclose nothing else — establish disability and need using functional language
1090,"27. Forensic, Ethics, and Legal Issues",87,59,28,This is the structural pattern of an 'ESA letter mill' and is widely considered invalid
31,6. Anxiety Disorders,75,48,27,"Risk of dependence and tolerance, with rebound anxiety upon discontinuation"
97,17. Neurocognitive Disorders,94,67,27,"Disturbed attention and awareness with reduced ability to direct, focus, and sustain attention"
334,22. Psychopharmacology,50,23,27,Narrow therapeutic window with variable metabolism
384,17. Neurocognitive Disorders,58,31,27,Amyloid-beta accumulation leading to Alzheimer's pathology
453,"27. Forensic, Ethics, and Legal Issues",103,76,27,"Treat based on the patient's previously known values and preferences, or use a surrogate decision-maker"
641,1. Assessment Fundamentals,111,84,27,Contemporary psychiatrists inherit specific intellectual traditions and approaches shaped by historical figures
729,5. Depressive Disorders,115,88,27,Treatment-resistance is common in dysthymia alone; combination pharmacotherapy or augmentation is frequently needed
821,16. Substance-Related Disorders,90,63,27,Protracted withdrawal: persistent CNS hyperexcitability beyond acute detoxification period
905,22. Psychopharmacology,91,64,27,Prolonged QTc increases arrhythmia risk and may require drug substitution or dose reduction
1095,21. Other Conditions,90,63,27,Make 120 qualifying monthly IDR payments while working full-time for a qualifying employer
1197,21. Other Conditions,79,52,27,When one field captures a new technology the other does not yet know how to use
1263,1. Assessment Fundamentals,84,57,27,"As 'the leukemias' splintered into AML, ALL, CLL, CML and further molecular subtypes"
8,3. Schizophrenia Spectrum,81,55,26,Enhanced reliability and documented baseline severity for longitudinal assessment
168,20. Medication-Induced Movement Disorders,51,25,26,"Hyperreflexia, clonus, and tremor occurring rapidly"
212,22. Psychopharmacology,83,57,26,Agranulocytosis and other serious adverse effects that could be fatal if undetected
235,24. Psychiatric Emergencies,89,63,26,"De-escalation first, then pharmacological intervention if needed, with medical monitoring"
368,17. Neurocognitive Disorders,49,23,26,Pick bodies (swollen neurons with tau inclusions)
575,22. Psychopharmacology,71,45,26,"Magnesium citrate or glycinate 200-400 mg daily, divided into 2-3 doses"
617,"27. Forensic, Ethics, and Legal Issues",107,81,26,"Healthcare laws control which hospitals can operate, what services are covered, and how clinicians practice"
623,"27. Forensic, Ethics, and Legal Issues",95,69,26,Healthcare legislation directly shapes what patients can access and what clinicians can provide
676,1. Assessment Fundamentals,90,64,26,"Learners differ in prior knowledge, motivation, metacognition, and neurobiological factors"
758,8. Trauma- and Stressor-Related Disorders,77,51,26,Venlafaxine or SSRI with augmentation of topiramate for behavioral dyscontrol
928,22. Psychopharmacology,62,36,26,Benzodiazepine withdrawal syndrome from abrupt discontinuation
1023,22. Psychopharmacology,84,58,26,The risk of destabilization or relapse almost always outweighs the metabolic benefit
1245,22. Psychopharmacology,85,59,26,"Stripping the fused-ring scaffold to remove H1, muscarinic, and α1 off-target binding"
1248,22. Psychopharmacology,84,58,26,Attaching a fatty-acid chain to raise lipophilicity so an oil depot dissolves slowly
236,24. Psychiatric Emergencies,100,75,25,"Missing medical etiologies can delay critical medical treatment, resulting in morbidity or mortality"
636,22. Psychopharmacology,104,79,25,It reveals the unpredictable nature of drug discovery and the importance of careful clinical observation
692,1. Assessment Fundamentals,83,58,25,Clinical evidence supporting telepsychiatry's effectiveness when properly conducted
703,3. Schizophrenia Spectrum,144,119,25,"Associated with greater cognitive and social disruption, higher genetic loading, more severe negative symptoms, and greater treatment resistance"
968,22. Psychopharmacology,90,65,25,"No, she is not on an antipsychotic; serotonin syndrome from SSRI + tramadol is more likely"
1006,22. Psychopharmacology,79,54,25,"Aripiprazole, lurasidone, ziprasidone, cariprazine, brexpiprazole, lumateperone"
1066,3. Schizophrenia Spectrum,51,26,25,Electroconvulsive therapy augmentation of clozapine
1098,21. Other Conditions,79,54,25,The match is an immediate 25–100% return that should never be left on the table
1234,24. Psychiatric Emergencies,88,63,25,Raising urine pH ionizes these weak acids so they are trapped in the tubule and excreted
155,24. Psychiatric Emergencies,92,68,24,"Approximately 6-12%, indicating that positive screens substantially overestimate actual risk"
262,23. Psychotherapy and Non-Pharmacologic,73,49,24,Reflective listening to demonstrate understanding and clarify ambivalence
373,17. Neurocognitive Disorders,59,35,24,Parkinson's disease dementia (PDD) from Lewy body pathology
376,17. Neurocognitive Disorders,66,42,24,Lewy bodies in autonomic nervous system neurons affect GI function
392,25. Special Populations,49,25,24,Prolonged grief disorder with depressive features
402,26. Consultation-Liaison Psychiatry,68,44,24,Depression impairs immune cell function and increases infection risk
424,26. Consultation-Liaison Psychiatry,91,67,24,Use chelating agents that selectively bind the metal with appropriate dosing and monitoring
651,1. Assessment Fundamentals,94,70,24,"It forms the foundation of psychiatric assessment, clinical reasoning, and legal documentation"
659,1. Assessment Fundamentals,86,62,24,Fundamental tools for interpreting research evidence that underlies clinical decisions
680,1. Assessment Fundamentals,74,50,24,Optimize learning effectiveness through evidence-based pedagogical methods
825,16. Substance-Related Disorders,110,86,24,"Meaningful social engagement, purposeful activity, and peer support reducing isolation and enabling resilience"
1266,3. Schizophrenia Spectrum,89,65,24,"It is a final common phenotype reached by many routes, with no defining biological marker"
36,7. OCD and Related Disorders,52,29,23,SSRIs at higher doses than those used for depression
112,17. Neurocognitive Disorders,91,68,23,The overall neurobiological process involving multiple interconnected pathogenic mechanisms
119,22. Psychopharmacology,114,91,23,"They target novel mechanisms including NMDA, GABA, and sigma-1 receptors, potentially offering more rapid efficacy"
251,23. Psychotherapy and Non-Pharmacologic,106,83,23,Psychodynamic therapy explores how past experiences and unconscious patterns influence current functioning
283,16. Substance-Related Disorders,96,73,23,Cannabinoid hyperemesis syndrome; dysregulation related to CB1 receptor function in the GI tract
329,22. Psychopharmacology,70,47,23,Half-life 24-26 hours; steady-state after 5 half-lives equals 5-7 days
361,17. Neurocognitive Disorders,42,19,23,Behavioral variant frontotemporal dementia
375,17. Neurocognitive Disorders,49,26,23,Deep brain stimulation of the subthalamic nucleus
395,1. Assessment Fundamentals,60,37,23,5-HT1A receptors on somatodendritic and postsynaptic regions
414,26. Consultation-Liaison Psychiatry,65,42,23,Varicella-zoster virus encephalitis requiring urgent IV acyclovir
417,26. Consultation-Liaison Psychiatry,51,28,23,Impulsivity and aggression from frontal lobe damage
619,"27. Forensic, Ethics, and Legal Issues",96,73,23,Healthcare legislation that controls practice parameters and constrains clinical decision-making
632,21. Other Conditions,86,63,23,The intersection of clinical practice with payment systems and healthcare organization
647,1. Assessment Fundamentals,88,65,23,Modern approaches inherit specific intellectual traditions from historical psychiatrists
712,4. Bipolar and Related Disorders,103,80,23,"Favor combination mood stabilizers (e.g., lamotrigine + lithium or valproate) and avoid antidepressants"
773,9. Dissociative Disorders,125,102,23,Benzodiazepines increase dissociation through enhanced GABAergic effects and carry high dependency risk in trauma populations
804,13. Sleep-Wake Disorders,112,89,23,Obstructive sleep apnea (AHI >15) as secondary cause of sleep fragmentation requiring CPAP rather than hypnotics
815,6. Anxiety Disorders,77,54,23,Temporal confounding and misunderstanding of the active therapeutic mechanism
853,22. Psychopharmacology,62,39,23,Mild cognitive impairment due to Alzheimer's disease (CDR 0.5)
876,22. Psychopharmacology,134,111,23,"Continued antidepressant therapy reduces relapse risk; discontinuation should be planned gradually if attempted, with close monitoring"
901,22. Psychopharmacology,95,72,23,GI side effects typically improve within 2-4 weeks with continued therapy as tolerance develops
924,22. Psychopharmacology,103,80,23,"Carbamazepine autoinduces its own metabolism, reducing steady-state levels and mood stability over time"
1008,22. Psychopharmacology,86,63,23,"Early monitoring and prevention beat rescue, since much gain occurs in the first weeks"
1011,22. Psychopharmacology,85,62,23,"Building the schedule into workflow via order sets, flowsheets, and nursing protocols"
1045,1. Assessment Fundamentals,84,61,23,Imaging supplements the interview the way an EKG supplements the cardiac examination
1073,"27. Forensic, Ethics, and Legal Issues",64,41,23,"Interrupting a panic attack, dissociation, or self-harm behavior"
1207,5. Depressive Disorders,77,54,23,Depressed mood and/or anhedonia plus at least 5 symptoms for at least 2 weeks
1210,24. Psychiatric Emergencies,93,70,23,"A teaching aid for what to ask about, not a triage instrument — quantify risk with the C-SSRS"
213,22. Psychopharmacology,114,92,22,Clozapine has demonstrated superior efficacy in treatment-resistant schizophrenia compared to other antipsychotics
588,22. Psychopharmacology,90,68,22,Rapid weight loss from lean mass mobilization releases stored cholesterol into circulation
622,"27. Forensic, Ethics, and Legal Issues",77,55,22,"A fundamental shift in how medical care is organized, financed, and delivered"
829,16. Substance-Related Disorders,123,101,22,Recommend gradual taper over 4–6 weeks while reinforcing that remaining on MOUD with improved function constitutes recovery
851,17. Neurocognitive Disorders,128,106,22,"Discontinue haloperidol; monitor for further NMS signs (rigidity, CK elevation, altered mental status); continue supportive care"
880,22. Psychopharmacology,82,60,22,"Bupropion, which has minimal sexual dysfunction risk due to dopaminergic mechanism"
1004,22. Psychopharmacology,81,59,22,Impairing insulin secretion and contributing to dysglycemia independent of weight
1063,22. Psychopharmacology,70,48,22,"Discontinue immediately, consider G-CSF, and obtain hematology consult"
1188,21. Other Conditions,83,61,22,"The rise of experimental and behaviorist psychology in universities (Wundt, Watson)"
99,17. Neurocognitive Disorders,98,77,21,"Confirmation of an underlying medical cause through history, physical exam, or laboratory findings"
135,22. Psychopharmacology,66,45,21,Nephrogenic diabetes insipidus from chronic lithium nephrotoxicity
210,22. Psychopharmacology,107,86,21,Clozapine carries risks for serious adverse effects that require regular laboratory and clinical monitoring
219,3. Schizophrenia Spectrum,105,84,21,"Early intervention with lower-dose antipsychotics, psychoeducation, and psychosocial support is indicated"
367,17. Neurocognitive Disorders,44,23,21,Executive function and cognitive flexibility
563,23. Psychotherapy and Non-Pharmacologic,97,76,21,"St. John's Wort induces CYP3A4, reducing fluoxetine levels and increasing serotonin syndrome risk"
565,23. Psychotherapy and Non-Pharmacologic,104,83,21,"Sleep regularity stabilizes circadian rhythm function, optimizing neurotransmitter and hormone secretion"
570,22. Psychopharmacology,82,61,21,"Magnesium acts as an NMDA receptor antagonist, modulating glutamate excitotoxicity"
621,"27. Forensic, Ethics, and Legal Issues",80,59,21,It explains the constraints and possibilities that shape daily clinical practice
733,6. Anxiety Disorders,87,66,21,"SSRI or SNRI (e.g., paroxetine, sertraline, venlafaxine) representing first-line agents"
810,6. Anxiety Disorders,111,90,21,Exposure therapy progressively restores vmPFC-amygdala connectivity and prefrontal control over fear extinction
824,16. Substance-Related Disorders,119,98,21,"Concurrent evidence-based treatment for both AUD and trauma (e.g., MBRP for substance use; trauma-focused CBT for PTSD)"
831,16. Substance-Related Disorders,105,84,21,The daily pickup requirement creates stress and behavioral disruption in his established recovery routine
845,17. Neurocognitive Disorders,124,103,21,Resume her home antipsychotic at standard dose; abrupt discontinuation may precipitate psychotic relapse and worsen delirium
874,22. Psychopharmacology,55,34,21,Serotonin syndrome from fluoxetine-tramadol interaction
1052,3. Schizophrenia Spectrum,50,29,21,"Autoimmune (e.g., anti-NMDA receptor) encephalitis"
1108,21. Other Conditions,75,54,21,Placing assets in trusts or transferring ownership after a triggering event
1240,22. Psychopharmacology,78,57,21,CYP1A2; smokers who induce it clear these plus clozapine and olanzapine faster
41,8. Trauma- and Stressor-Related Disorders,28,8,20,At least 1 month of symptoms
47,8. Trauma- and Stressor-Related Disorders,63,43,20,Documented or credible exposure to a qualifying traumatic event
53,9. Dissociative Disorders,36,16,20,Dissociative Identity Disorder (DID)
110,17. Neurocognitive Disorders,89,69,20,"Tau undergoes aberrant phosphorylation at specific sites, forming neurofibrillary tangles"
125,22. Psychopharmacology,104,84,20,Failure to respond to 2+ adequate trials (8+ weeks at therapeutic dose each); clozapine is gold standard
132,22. Psychopharmacology,80,60,20,Direct hepatotoxicity and mitochondrial dysfunction affecting ammonia metabolism
162,20. Medication-Induced Movement Disorders,44,24,20,SSRI with MAOI (monoamine oxidase inhibitor)
203,3. Schizophrenia Spectrum,95,75,20,"Catatonia is a syndrome that can occur across psychiatric, neurological, and medical etiologies"
366,17. Neurocognitive Disorders,65,45,20,SSRIs are used to manage behavioral disinhibition and impulsivity
427,26. Consultation-Liaison Psychiatry,59,39,20,Hypoxic encephalopathy from inadequate cerebral oxygenation
662,1. Assessment Fundamentals,94,74,20,Every clinical decision from test ordering to medication choice involves statistical reasoning
722,5. Depressive Disorders,91,71,20,"Bupropion, an activating agent that addresses apathy and may improve goal-directed behavior"
723,5. Depressive Disorders,87,67,20,Tricyclic antidepressants and venlafaxine show superior efficacy in atypical depression
726,5. Depressive Disorders,116,96,20,Long-term antidepressant continuation (12+ months minimum) significantly reduces relapse risk after initial response
766,8. Trauma- and Stressor-Related Disorders,96,76,20,"Impaired negative feedback of the HPA axis, sustained threat vigilance, and poor stress recovery"
805,6. Anxiety Disorders,54,34,20,Propranolol 20–40 mg thirty minutes before performance
809,6. Anxiety Disorders,86,66,20,Applied tension protocol: systematic tensioning of large muscle groups during exposure
862,22. Psychopharmacology,108,88,20,Cognitive training shows modest protective effects on cognitive decline and helps preserve functional skills
1054,22. Psychopharmacology,78,58,20,"Smoking induces CYP1A2, reducing clozapine and olanzapine levels substantially"
1093,21. Other Conditions,68,48,20,A handful of high-stakes decisions made in the years around training
1218,24. Psychiatric Emergencies,74,54,20,"Cardiotoxicity, convulsions, and coma; sodium bicarbonate for QRS widening"
1256,1. Assessment Fundamentals,48,28,20,Huntington disease (CAG repeat expansion in HTT)
116,22. Psychopharmacology,100,81,19,"SNRIs, which maintain SSRI tolerability while offering noradrenergic activity beneficial for fatigue"
134,22. Psychopharmacology,94,75,19,"Carbamazepine induces hepatic metabolism of the contraceptive, reducing contraceptive efficacy"
289,16. Substance-Related Disorders,96,77,19,Direct chemical caustic injury from methamphetamine; reduced salivary flow and poor oral hygiene
370,17. Neurocognitive Disorders,41,22,19,Dyskinesia or levodopa-induced dyskinesia
438,22. Psychopharmacology,67,48,19,B12 deficiency can cause psychosis that fully remits with treatment
538,20. Medication-Induced Movement Disorders,72,53,19,Enhanced sensitivity of beta-2 adrenergic receptors in the basal ganglia
653,1. Assessment Fundamentals,93,74,19,"Effective documentation supports clinical reasoning, legal protection, and quality assessment"
679,1. Assessment Fundamentals,78,59,19,Evidence-based principles from cognitive science can optimize medical learning
752,7. OCD and Related Disorders,96,77,19,Continue ERP and pharmacotherapy for an extended period to consolidate gains and prevent relapse
832,16. Substance-Related Disorders,95,76,19,Insufficient dosing: he requires higher buprenorphine (12–16 mg) to adequately block withdrawal
846,17. Neurocognitive Disorders,87,68,19,Anticholinergic burden from diphenhydramine and metoclopramide contributing to delirium
910,22. Psychopharmacology,49,30,19,Tardive dyskinesia from chronic dopamine blockade
1060,3. Schizophrenia Spectrum,70,51,19,"Delaying clozapine, often 5–10 years after first antipsychotic failure"
1067,22. Psychopharmacology,63,44,19,M1/M4 muscarinic receptor activation without direct D2 blockade
1239,22. Psychopharmacology,68,49,19,"Lithium, gabapentin, pregabalin, topiramate, memantine, paliperidone"
43,8. Trauma- and Stressor-Related Disorders,42,24,18,Negative alterations in cognition and mood
74,6. Anxiety Disorders,70,52,18,Fear of negative evaluation or judgment by others in social situations
274,1. Assessment Fundamentals,60,42,18,Open-ended questions that encourage the patient to elaborate
282,16. Substance-Related Disorders,58,40,18,Adolescent use during a period of active brain development
